# A multi-node devnet convergence soak: the contention regime's status samples.
#
# The companion to devnet-convergence-samples.tsv, and the harder question. The
# same four zycordd processes on the dev engine behind the same chaos proxy, but
# EVERY miner mines for the whole run rather than all but one being stopped
# before anything is checked. That is the state a live network is actually in,
# and under it tip agreement is neither expected nor required: two branches of
# equal work are entitled to disagree, and do.
#
# What is required is that every node's history BELOW the reorg horizon is a
# prefix of one chain, checked cumulatively throughout rather than once at the
# end, so a divergence that is created and then reorged away is still caught.
#
# The run: 199 kills, 368 partitions over 50 minutes. It ended
#   history: 744 heights verified to 744 (network reached 1000);
#     3.96 nodes per height on average, 33 heights compared across fewer than 4
#   deepest observed reorg: 3 blocks (horizon 256)
#   billing law: 874 certificate inclusions across 1000 blocks, no duplicates
#   load: 2357 certificates submitted, 2357 accepted
#   liveness: no node died unbidden (11960 state samples)
#
# 744 heights verified with no divergence is the result. The 33 partial
# comparisons are heights where a node was mid-kill and could not answer; they
# are reported rather than hidden, because a run that mostly talked to three
# nodes must not read like one that talked to four.
#
# Latency: trail p50=0, p90=0, p99=1, max=3 blocks across 795 node-samples --
# TIGHTER than the single-miner regime's p99=2/max=11, which is not a claim that
# contention is easier. The machine was under load average 6-19 here against
# 8-47 there, and that difference alone plausibly accounts for it. Do not read
# these two regimes against each other; read each against its own conditions.
#
# On memory, read the FLOOR and not the peak. Node a shows a peak of 183 MB at
# t=1830 and was at 45 MB by the next sample fifteen seconds later; it did the
# same at t=2565, 122 MB down to 40 MB. Both are single-sample transients that
# fully reclaim -- a collection caught mid-cycle. The floor per ten-minute window
# was 15.2, 17.1, 12.6, 22.0, 24.2 MB while the chain grew from height 276 to
# 1000, and it FELL in the middle of that. Threads stayed at 12-13 and
# descriptors at 20 throughout. Nothing here grows without bound.
#
# Columns: seconds since sampling began, node, whether its RPC answered, height,
# blocks behind the highest node, resident memory KB, threads, open descriptors,
# data directory KB, first eight bytes of tip. reachable=false with height 0 is
# a node the harness had killed and not yet restarted.
#
# seconds	node	reachable	height	trail	rss_kb	threads	fds	disk_kb	tip
1410	a	true	619	0	23444	11	16	3484	0xc392cdaa9e5137
1410	b	true	619	0	25068	12	17	3534	0xc392cdaa9e5137
1410	c	true	619	0	27476	11	16	3527	0xc392cdaa9e5137
1410	d	true	619	0	23540	11	12	3491	0xc392cdaa9e5137
1425	a	true	622	1	21676	10	15	3506	0x2274f395e203c8
1425	b	true	623	0	26588	12	15	3570	0x29d33c35480a62
1425	c	true	623	0	29480	11	16	3563	0x29d33c35480a62
1425	d	true	623	0	23860	11	11	3534	0x29d33c35480a62
1440	a	true	626	0	32120	12	17	3553	0x3023ea9aeed659
1440	b	true	625	1	19892	10	13	3591	0xf27cbd1095145d
1440	c	true	626	0	42444	11	16	3589	0x3023ea9aeed659
1440	d	true	626	0	23952	11	13	3561	0x3023ea9aeed659
1455	a	true	629	0	41776	12	15	3590	0x1d88dedc2e4f71
1455	b	true	629	0	30364	11	14	3633	0x1d88dedc2e4f71
1455	c	true	629	0	30996	12	14	3616	0x1d88dedc2e4f71
1455	d	true	629	0	24512	11	11	3597	0x1d88dedc2e4f71
1470	a	true	634	1	41164	12	16	3620	0x5e6bbf2e06ee3f
1470	b	true	634	1	21012	10	16	3663	0x5e6bbf2e06ee3f
1470	c	true	635	0	35120	12	15	3651	0xa535120f679f42
1470	d	true	634	1	24532	11	13	3627	0x5e6bbf2e06ee3f
1485	a	true	637	0	35440	12	17	3642	0x7c641415df24f6
1485	b	true	637	0	36184	11	18	3685	0x7c641415df24f6
1485	c	true	637	0	40232	12	17	3668	0x7c641415df24f6
1485	d	true	637	0	24388	11	13	3649	0x7c641415df24f6
1500	a	true	638	1	24540	12	14	3651	0x1374db945640c7
1500	b	true	638	1	24160	12	16	3693	0x1374db945640c7
1500	c	true	639	0	33880	12	18	3692	0xe9d3b6679c85cd
1500	d	true	638	1	24404	11	12	3657	0x1374db945640c7
1515	a	true	640	0	35380	12	17	3677	0x54589fe17046d9
1515	b	true	640	0	37064	12	17	3719	0x54589fe17046d9
1515	c	true	640	0	21164	9	16	3703	0x54589fe17046d9
1515	d	true	640	0	22944	11	13	3683	0x54589fe17046d9
1530	a	true	641	0	37412	13	18	3683	0x7f57fefb57a901
1530	b	true	641	0	34036	12	16	3725	0x7f57fefb57a901
1530	c	true	641	0	40664	11	15	3709	0x7f57fefb57a901
1530	d	true	641	0	23076	11	13	3689	0x7f57fefb57a901
1545	a	true	646	0	31340	13	17	3740	0x6eb0162dcbb944
1545	b	true	645	1	21128	9	14	3764	0xb3e7aee1a1047c
1545	c	true	646	0	34228	11	15	3759	0x6eb0162dcbb944
1545	d	true	646	0	20824	10	11	3734	0x6eb0162dcbb944
1560	a	true	649	0	44892	13	15	3756	0x7aaaf3ecfdba26
1560	b	true	649	0	21528	10	14	3784	0x7aaaf3ecfdba26
1560	c	false	0	0	18260	8	8	3775	
1560	d	true	649	0	22528	11	13	3749	0x7aaaf3ecfdba26
1575	a	true	652	0	45268	13	16	3785	0xb99954e6185229
1575	b	true	652	0	39216	11	13	3814	0xb99954e6185229
1575	c	true	652	0	25240	12	14	3804	0xb99954e6185229
1575	d	true	652	0	23892	11	11	3779	0xb99954e6185229
1590	a	true	658	0	34520	13	16	3824	0x94928b35859cf6
1590	b	true	658	0	24160	12	16	3852	0x94928b35859cf6
1590	c	true	658	0	43060	12	16	3843	0x224da397741239
1590	d	true	658	0	21588	11	12	3816	0x94928b35859cf6
1605	a	true	664	0	43048	13	16	3858	0x9e6082cf29b92e
1605	b	true	664	0	39120	12	16	3886	0x9e6082cf29b92e
1605	c	true	664	0	24248	11	15	3878	0x9e6082cf29b92e
1605	d	true	664	0	21260	10	12	3850	0x9e6082cf29b92e
1620	a	true	670	1	39084	13	15	3896	0x191881d24c5c84
1620	b	true	670	1	23084	10	13	3925	0x191881d24c5c84
1620	c	true	671	0	24528	11	14	3922	0xad13e605b0c6a4
1620	d	true	670	1	22932	11	11	3888	0x191881d24c5c84
1635	a	true	674	0	34056	13	15	3927	0x021bc392b594ab
1635	b	true	674	0	40248	12	14	3955	0x021bc392b594ab
1635	c	false	0	0	0	0	0	3948	
1635	d	true	674	0	23724	11	12	3919	0x021bc392b594ab
1650	a	true	677	0	30644	11	16	3947	0xda983d9b4f6f7e
1650	b	true	677	0	34860	12	16	3975	0xda983d9b4f6f7e
1650	c	true	677	0	23952	12	15	3967	0xda983d9b4f6f7e
1650	d	true	677	0	23848	11	12	3939	0xda983d9b4f6f7e
1665	a	true	681	1	23880	11	16	3979	0x54e50772245df4
1665	b	true	681	1	40344	12	17	4008	0x54e50772245df4
1665	c	true	682	0	36512	12	16	4004	0x913eaa32de0fa8
1665	d	true	681	1	23904	11	12	3971	0x54e50772245df4
1680	a	true	688	0	28864	11	16	4027	0x50d77ca6c4d108
1680	b	true	688	0	22760	11	14	4065	0x50d77ca6c4d108
1680	c	true	688	0	25868	12	13	4043	0x50d77ca6c4d108
1680	d	true	688	0	22844	10	12	4019	0x50d77ca6c4d108
1695	a	false	0	0	12612	9	7	4070	
1695	b	true	694	0	31048	11	14	4108	0x04e86f55c798a5
1695	c	true	694	0	25400	12	14	4078	0x04e86f55c798a5
1695	d	true	694	0	23384	11	11	4061	0x04e86f55c798a5
1710	a	true	695	0	34140	12	16	4078	0xfaa5725a614541
1710	b	true	695	0	23088	11	16	4117	0xfaa5725a614541
1710	c	true	695	0	24844	12	15	4086	0xfaa5725a614541
1710	d	true	695	0	23700	11	12	4069	0xfaa5725a614541
1725	a	true	699	0	31656	12	17	4116	0xcfde8c1859bbf8
1725	b	true	699	0	25356	12	16	4159	0xcfde8c1859bbf8
1725	c	true	699	0	40792	12	16	4124	0xcfde8c1859bbf8
1725	d	true	699	0	23276	11	12	4112	0xcfde8c1859bbf8
1740	a	true	701	0	29716	11	16	4132	0x8ceb67dfb2da78
1740	b	true	701	0	38448	12	15	4175	0x8ceb67dfb2da78
1740	c	true	701	0	42916	12	14	4140	0x8ceb67dfb2da78
1740	d	true	701	0	21700	11	11	4127	0x8ceb67dfb2da78
1755	a	true	705	0	24468	11	17	4169	0xa6bda1e990efed
1755	b	true	705	0	48580	12	17	4212	0xa6bda1e990efed
1755	c	true	705	0	25212	11	16	4183	0xa6bda1e990efed
1755	d	true	705	0	23856	11	12	4165	0xa6bda1e990efed
1770	a	true	707	1	21460	8	13	4188	0x00c82d83eed39e
1770	b	true	708	0	32940	12	17	4236	0x6b87a285d7b3a2
1770	c	true	708	0	23064	11	14	4207	0x6b87a285d7b3a2
1770	d	true	708	0	24576	11	13	4189	0x6b87a285d7b3a2
1785	a	true	709	0	42136	12	15	4198	0x3d2981954caf09
1785	b	true	709	0	22160	9	16	4241	0x3d2981954caf09
1785	c	true	709	0	24880	12	15	4211	0x3d2981954caf09
1785	d	true	709	0	24732	11	11	4194	0x3d2981954caf09
1800	a	true	714	0	25508	12	17	4244	0x46bd6b2e09871d
1800	b	true	714	0	24824	11	16	4288	0x46bd6b2e09871d
1800	c	true	714	0	28092	12	16	4258	0x46bd6b2e09871d
1800	d	true	712	2	22000	11	12	4225	0x7d2656a8ba30dc
1815	a	true	718	0	28800	11	20	4270	0xb04f6811c18d62
1815	b	true	718	0	29156	11	17	4314	0xb04f6811c18d62
1815	c	true	718	0	48292	12	17	4289	0xb04f6811c18d62
1815	d	true	718	0	24412	11	14	4265	0xb04f6811c18d62
1830	a	true	720	1	183020	11	17	4286	0xb083066142eb6f
1830	b	true	721	0	23848	11	17	4336	0xb93f5086c39edc
1830	c	true	721	0	46076	12	16	4311	0xb93f5086c39edc
1830	d	true	720	1	24924	11	13	4281	0xb083066142eb6f
1845	a	true	725	0	45456	12	15	4332	0x0df983e0e7d48b
1845	b	true	725	0	31396	12	17	4363	0x0df983e0e7d48b
1845	c	true	725	0	44692	12	14	4339	0x0df983e0e7d48b
1845	d	true	725	0	25456	11	13	4327	0x0df983e0e7d48b
1860	a	true	731	0	33320	12	15	4369	0xc76e643e29493c
1860	b	true	731	0	27192	12	15	4400	0xc76e643e29493c
1860	c	true	731	0	39748	12	13	4375	0xc76e643e29493c
1860	d	true	731	0	25924	11	12	4363	0xc76e643e29493c
1875	a	true	735	0	46352	12	17	4400	0xcbf61ad019772b
1875	b	true	735	0	34288	12	16	4431	0xcbf61ad019772b
1875	c	true	735	0	35836	12	15	4406	0xcbf61ad019772b
1875	d	true	735	0	25556	11	12	4394	0xcbf61ad019772b
1890	a	true	738	0	34224	12	13	4425	0xccebea1e14014b
1890	b	true	738	0	26008	12	16	4456	0xccebea1e14014b
1890	c	true	738	0	36764	12	15	4432	0xccebea1e14014b
1890	d	true	738	0	25860	11	12	4420	0xccebea1e14014b
1905	a	true	740	0	43464	12	16	4444	0x9c06f219fa5cc4
1905	b	true	740	0	34936	12	15	4474	0x9c06f219fa5cc4
1905	c	true	740	0	40948	11	13	4450	0x9c06f219fa5cc4
1905	d	true	740	0	22508	10	12	4438	0x9c06f219fa5cc4
1920	a	true	745	0	38124	12	15	4484	0x3a8a9532777cfa
1920	b	true	745	0	37912	12	16	4515	0x7b5fc92ba4de79
1920	c	true	745	0	26828	12	14	4491	0x3a8a9532777cfa
1920	d	true	745	0	23608	11	12	4479	0x7b5fc92ba4de79
1935	a	true	749	0	40376	12	15	4514	0x05dd8c9b291294
1935	b	true	749	0	22868	9	15	4540	0x05dd8c9b291294
1935	c	true	749	0	38048	12	13	4520	0x05dd8c9b291294
1935	d	true	749	0	23076	10	12	4503	0x05dd8c9b291294
1950	a	true	754	0	55920	12	15	4548	0x28207d1c5d67f2
1950	b	true	754	0	28668	13	15	4575	0x28207d1c5d67f2
1950	c	true	754	0	32724	12	13	4555	0x28207d1c5d67f2
1950	d	true	754	0	24416	11	12	4538	0x28207d1c5d67f2
1965	a	true	758	0	37188	12	17	4579	0x155a9e2be413a2
1965	b	true	758	0	32408	13	15	4605	0x155a9e2be413a2
1965	c	true	758	0	32124	11	14	4584	0x155a9e2be413a2
1965	d	true	758	0	24828	11	13	4568	0x155a9e2be413a2
1980	a	true	761	0	22620	10	13	4603	0x7d1a5ee1036bae
1980	b	true	761	0	36412	13	16	4629	0x7d1a5ee1036bae
1980	c	true	761	0	28040	12	14	4608	0x7d1a5ee1036bae
1980	d	true	761	0	24888	11	11	4592	0x7d1a5ee1036bae
1995	a	true	765	0	41220	12	14	4629	0x34fc9afaf3c0ba
1995	b	true	765	0	26348	13	15	4655	0x34fc9afaf3c0ba
1995	c	true	765	0	49740	12	15	4634	0x34fc9afaf3c0ba
1995	d	true	765	0	25860	11	12	4618	0x34fc9afaf3c0ba
2010	a	true	770	0	28920	12	17	4671	0x43a2a918761ba2
2010	b	true	770	0	23480	9	16	4693	0x43a2a918761ba2
2010	c	true	770	0	36920	12	16	4676	0x43a2a918761ba2
2010	d	true	770	0	25932	11	13	4661	0x43a2a918761ba2
2025	a	true	773	0	22816	9	13	4693	0x5b13f1a1474cda
2025	b	true	773	0	24240	11	15	4714	0x5b13f1a1474cda
2025	c	true	773	0	34644	12	15	4697	0x5b13f1a1474cda
2025	d	true	773	0	26092	11	11	4682	0x5b13f1a1474cda
2040	a	true	778	0	39872	12	13	4726	0x918bff5c7a39ce
2040	b	false	0	0	0	0	0	4747	
2040	c	true	778	0	34676	12	12	4731	0x918bff5c7a39ce
2040	d	true	778	0	26140	11	11	4715	0x918bff5c7a39ce
2055	a	true	780	0	35792	13	16	4740	0xdfa6537b5d4eb1
2055	b	true	780	0	22836	10	14	4761	0xdfa6537b5d4eb1
2055	c	true	780	0	26284	12	14	4745	0xdfa6537b5d4eb1
2055	d	true	780	0	26144	11	11	4729	0xdfa6537b5d4eb1
2070	a	true	785	0	34280	13	14	4785	0x13cb9c9d4e4655
2070	b	true	785	0	34184	11	15	4806	0x13cb9c9d4e4655
2070	c	true	785	0	27388	12	14	4790	0x13cb9c9d4e4655
2070	d	true	785	0	26632	11	11	4774	0x13cb9c9d4e4655
2085	a	true	787	0	23664	11	13	4800	0x48f06e53eec3f6
2085	b	true	787	0	49124	12	14	4821	0x48f06e53eec3f6
2085	c	true	787	0	47892	12	14	4805	0x48f06e53eec3f6
2085	d	true	787	0	26732	11	11	4790	0x48f06e53eec3f6
2100	a	true	790	0	33820	11	16	4830	0x235c0901651ae2
2100	b	true	790	0	23776	10	16	4851	0x235c0901651ae2
2100	c	true	790	0	28224	12	15	4835	0x235c0901651ae2
2100	d	true	790	0	26740	11	12	4819	0x235c0901651ae2
2115	a	true	793	0	35436	11	17	4848	0x27c27c9d1cad6e
2115	b	true	793	0	29264	12	17	4869	0x27c27c9d1cad6e
2115	c	true	793	0	27792	12	16	4853	0x27c27c9d1cad6e
2115	d	true	793	0	26784	11	12	4838	0x27c27c9d1cad6e
2130	a	true	796	0	34788	12	16	4881	0x9376d3bb042854
2130	b	true	796	0	40152	12	16	4903	0x9376d3bb042854
2130	c	true	796	0	33560	12	16	4886	0x9376d3bb042854
2130	d	true	796	0	26944	11	12	4871	0x9376d3bb042854
2145	a	true	798	0	59748	12	16	4907	0xa183ea631ff7ca
2145	b	true	798	0	52808	12	16	4928	0xa183ea631ff7ca
2145	c	true	798	0	38184	12	15	4912	0xa183ea631ff7ca
2145	d	true	798	0	27192	11	13	4896	0xa183ea631ff7ca
2160	a	true	799	0	39176	11	17	4913	0x4cb8a08c5b776a
2160	b	true	799	0	41852	12	18	4934	0x4cb8a08c5b776a
2160	c	true	799	0	46252	12	17	4918	0x4cb8a08c5b776a
2160	d	true	799	0	27372	11	12	4902	0x4cb8a08c5b776a
2175	a	true	802	0	23412	9	14	4949	0xb18ce6073d51ce
2175	b	true	802	0	33976	12	16	4971	0xb18ce6073d51ce
2175	c	true	802	0	42520	12	15	4954	0xb18ce6073d51ce
2175	d	true	802	0	27416	11	11	4939	0xb18ce6073d51ce
2190	a	true	804	0	28576	12	15	4973	0x40b6259aed2165
2190	b	true	804	0	27940	12	16	4995	0x40b6259aed2165
2190	c	true	804	0	36792	12	14	4978	0x40b6259aed2165
2190	d	true	804	0	27456	11	12	4963	0x40b6259aed2165
2205	a	true	809	0	33832	12	16	5005	0x9456ae082b2072
2205	b	true	809	0	36152	12	16	5027	0x9456ae082b2072
2205	c	true	809	0	28252	12	15	5010	0x9456ae082b2072
2205	d	true	809	0	27480	11	12	4995	0x9456ae082b2072
2220	a	true	811	0	37040	12	16	5032	0x9b387993b8f959
2220	b	true	811	0	25444	11	16	5053	0x9b387993b8f959
2220	c	true	811	0	27352	12	15	5037	0x9b387993b8f959
2220	d	true	811	0	27772	11	12	5021	0x9b387993b8f959
2235	a	true	816	0	36240	12	15	5062	0x7e33996620a7bf
2235	b	true	816	0	39808	12	14	5083	0x7e33996620a7bf
2235	c	true	816	0	27980	12	14	5067	0x7e33996620a7bf
2235	d	true	816	0	24768	11	11	5051	0x7e33996620a7bf
2250	a	true	817	0	32080	12	16	5067	0x0ae9472a893b5c
2250	b	true	817	0	62604	12	16	5088	0x0ae9472a893b5c
2250	c	true	817	0	42492	12	15	5072	0x0ae9472a893b5c
2250	d	true	817	0	25196	11	12	5056	0x0ae9472a893b5c
2265	a	true	819	0	29280	12	16	5135	0x5871f9534af90f
2265	b	true	819	0	28240	12	17	5127	0x5871f9534af90f
2265	c	true	819	0	50444	12	16	5111	0x5871f9534af90f
2265	d	true	819	0	25644	11	12	5095	0x5871f9534af90f
2280	a	true	821	0	56880	12	17	5151	0x332972be0403ea
2280	b	true	821	0	38672	12	16	5143	0x332972be0403ea
2280	c	true	821	0	41468	12	16	5127	0x332972be0403ea
2280	d	true	821	0	25760	11	12	5112	0x332972be0403ea
2295	a	true	825	0	49756	12	16	5184	0x8b23939c93b472
2295	b	true	825	0	43752	12	14	5176	0x8b23939c93b472
2295	c	true	825	0	39716	12	15	5159	0x8b23939c93b472
2295	d	true	825	0	25892	11	12	5144	0x8b23939c93b472
2310	a	false	0	0	0	0	0	5213	
2310	b	true	829	0	24696	11	14	5205	0x6621e6fbbe9f0f
2310	c	true	829	0	38468	11	13	5188	0x6621e6fbbe9f0f
2310	d	true	829	0	25924	11	11	5173	0x6621e6fbbe9f0f
2325	a	true	836	0	36656	12	14	5256	0x8f3d9938c10d27
2325	b	true	836	0	27476	11	15	5248	0x8f3d9938c10d27
2325	c	true	836	0	36760	11	13	5231	0x8f3d9938c10d27
2325	d	true	836	0	23188	10	11	5216	0x8f3d9938c10d27
2340	a	true	840	0	27976	12	15	5287	0xd80dcc04bfbf3f
2340	b	true	840	0	24200	10	13	5279	0xd80dcc04bfbf3f
2340	c	true	840	0	32808	11	14	5263	0xd80dcc04bfbf3f
2340	d	true	840	0	25768	11	11	5247	0xd80dcc04bfbf3f
2355	a	true	843	0	67612	12	17	5306	0xbe170e0a39f17b
2355	b	true	843	0	26252	11	18	5298	0xbe170e0a39f17b
2355	c	true	843	0	34192	12	16	5282	0xbe170e0a39f17b
2355	d	true	843	0	27164	11	13	5266	0xbe170e0a39f17b
2370	a	true	845	0	38168	12	16	5329	0x7c02f956f98b0e
2370	b	true	845	0	28048	11	16	5321	0x7c02f956f98b0e
2370	c	true	845	0	38940	12	16	5305	0x7c02f956f98b0e
2370	d	true	845	0	27380	11	12	5290	0x7c02f956f98b0e
2385	a	true	847	0	36688	12	17	5348	0xf7da61502faa21
2385	b	true	847	0	32184	12	16	5340	0xf7da61502faa21
2385	c	true	847	0	35028	12	15	5323	0xf7da61502faa21
2385	d	true	847	0	27668	11	11	5308	0xf7da61502faa21
2400	a	true	851	0	51224	12	15	5384	0x1c8f23ff134770
2400	b	true	851	0	46060	12	15	5376	0x1c8f23ff134770
2400	c	true	851	0	50972	12	15	5359	0x1c8f23ff134770
2400	d	false	0	0	0	0	0	5344	
2415	a	true	853	0	42388	12	15	5406	0x31af1734b7b9b5
2415	b	true	853	0	24464	10	15	5398	0x31af1734b7b9b5
2415	c	true	853	0	33668	12	13	5387	0x31af1734b7b9b5
2415	d	true	853	0	24768	10	11	5366	0x31af1734b7b9b5
2430	a	true	855	0	42776	12	15	5427	0xc083b63bae313c
2430	b	true	855	0	24792	9	15	5419	0xc083b63bae313c
2430	c	true	855	0	39100	12	14	5408	0xc083b63bae313c
2430	d	true	855	0	26300	10	12	5387	0xc083b63bae313c
2445	a	true	858	0	48176	12	17	5460	0x648179da4f4cac
2445	b	true	858	0	24248	9	16	5444	0x648179da4f4cac
2445	c	true	858	0	52264	12	17	5433	0x648179da4f4cac
2445	d	true	858	0	24728	10	12	5412	0x648179da4f4cac
2460	a	true	861	0	29700	12	16	5484	0x71fe6f15f11e1f
2460	b	true	861	0	24652	9	15	5469	0x71fe6f15f11e1f
2460	c	true	861	0	52660	12	15	5458	0x71fe6f15f11e1f
2460	d	true	861	0	25932	11	13	5437	0x71fe6f15f11e1f
2475	a	true	865	0	46608	12	16	5515	0x28a40b7c1e1700
2475	b	true	865	0	58536	11	16	5499	0x28a40b7c1e1700
2475	c	true	865	0	56612	13	16	5489	0x28a40b7c1e1700
2475	d	true	865	0	26360	11	12	5467	0x28a40b7c1e1700
2490	a	true	869	0	53096	12	16	5540	0x4cbbaf766ee14f
2490	b	true	869	0	40876	12	16	5524	0x4cbbaf766ee14f
2490	c	true	869	0	50088	13	16	5514	0x4cbbaf766ee14f
2490	d	true	869	0	26556	11	12	5492	0x4cbbaf766ee14f
2505	a	true	875	0	50620	12	16	5585	0xae8938d38b4e45
2505	b	true	875	0	54624	12	16	5574	0xae8938d38b4e45
2505	c	true	875	0	47648	13	15	5559	0xae8938d38b4e45
2505	d	true	875	0	26664	11	12	5543	0xae8938d38b4e45
2520	a	true	880	0	38560	12	17	5614	0x00ed921b628fcb
2520	b	true	880	0	69496	12	18	5603	0x00ed921b628fcb
2520	c	true	880	0	54292	13	15	5588	0x00ed921b628fcb
2520	d	true	880	0	25048	9	12	5572	0x00ed921b628fcb
2535	a	true	885	0	44748	12	18	5649	0xb5dfd6092c25fa
2535	b	true	885	0	26764	11	18	5638	0xb5dfd6092c25fa
2535	c	true	885	0	41572	13	16	5623	0xb5dfd6092c25fa
2535	d	true	885	0	26808	11	13	5606	0xb5dfd6092c25fa
2550	a	true	888	0	53604	12	16	5674	0x453890f7497bfe
2550	b	true	888	0	25552	10	16	5663	0x453890f7497bfe
2550	c	true	888	0	46452	13	16	5648	0x453890f7497bfe
2550	d	true	888	0	25152	10	12	5631	0x453890f7497bfe
2565	a	true	890	0	122756	12	16	5694	0x1179113b02ad66
2565	b	true	890	0	25420	11	15	5683	0x1179113b02ad66
2565	c	true	890	0	51528	13	13	5667	0x1179113b02ad66
2565	d	true	890	0	27004	11	12	5651	0x1179113b02ad66
2580	a	true	895	0	40100	12	17	5729	0x73b9d8a2196355
2580	b	true	895	0	30492	11	16	5719	0x73b9d8a2196355
2580	c	true	895	0	46592	13	15	5703	0x73b9d8a2196355
2580	d	true	895	0	27324	11	13	5687	0x73b9d8a2196355
2595	a	true	897	0	48392	11	16	5747	0x76372dded435b0
2595	b	true	897	0	41800	11	16	5736	0x76372dded435b0
2595	c	true	897	0	53684	13	16	5721	0x76372dded435b0
2595	d	true	897	0	27520	11	12	5705	0x76372dded435b0
2610	a	true	900	0	62304	12	16	5776	0xc233039835fef9
2610	b	true	900	0	26560	10	16	5765	0xc233039835fef9
2610	c	true	900	0	47988	13	16	5749	0xc233039835fef9
2610	d	true	900	0	27788	12	12	5733	0xc233039835fef9
2625	a	true	905	0	54260	12	18	5806	0x5c158ae1b86188
2625	b	true	904	1	28440	12	16	5789	0x95813908865a99
2625	c	true	904	1	50324	13	16	5774	0x95813908865a99
2625	d	true	904	1	27920	12	13	5757	0x95813908865a99
2640	a	true	906	0	50604	12	13	5811	0xb7c13bb1ee8ed2
2640	b	true	906	0	25620	10	15	5800	0xb7c13bb1ee8ed2
2640	c	true	906	0	38752	12	14	5784	0xb7c13bb1ee8ed2
2640	d	true	906	0	27932	12	11	5768	0xb7c13bb1ee8ed2
2655	a	true	911	0	42808	12	17	5858	0xda061ab35adb46
2655	b	true	911	0	31200	11	16	5847	0xda061ab35adb46
2655	c	true	911	0	93552	12	14	5832	0xda061ab35adb46
2655	d	true	911	0	28536	12	12	5816	0xda061ab35adb46
2670	a	true	914	0	35840	12	16	5888	0x0104e8e2a6af91
2670	b	true	914	0	35792	12	16	5877	0x0104e8e2a6af91
2670	c	true	914	0	50580	12	13	5861	0x0104e8e2a6af91
2670	d	true	914	0	28556	12	12	5845	0x0104e8e2a6af91
2685	a	true	917	0	31460	12	19	5914	0x441fc62a08a81c
2685	b	true	917	0	29656	12	16	5903	0x441fc62a08a81c
2685	c	true	917	0	41160	12	17	5887	0x441fc62a08a81c
2685	d	true	917	0	29232	12	13	5871	0x441fc62a08a81c
2700	a	true	920	0	60848	12	17	5937	0x07898d3a0ffb01
2700	b	true	920	0	66296	12	17	5926	0x07898d3a0ffb01
2700	c	true	920	0	48140	12	15	5911	0x07898d3a0ffb01
2700	d	true	920	0	29348	12	13	5895	0x07898d3a0ffb01
2715	a	true	923	0	47180	12	17	5963	0x4f387a2234a74b
2715	b	true	923	0	33096	12	16	5952	0x4f387a2234a74b
2715	c	true	923	0	52408	12	15	5937	0x4f387a2234a74b
2715	d	true	923	0	29628	12	12	5920	0x4f387a2234a74b
2730	a	true	927	0	45000	12	17	5996	0x106980b55ff4a5
2730	b	true	927	0	30168	12	16	5985	0x106980b55ff4a5
2730	c	true	927	0	32596	12	15	5970	0x106980b55ff4a5
2730	d	true	927	0	29708	12	13	5953	0x106980b55ff4a5
2745	a	true	931	0	48740	12	16	6025	0x0a47a0ef28d5c3
2745	b	true	931	0	70936	12	16	6014	0x0a47a0ef28d5c3
2745	c	true	931	0	59508	12	15	5999	0x0a47a0ef28d5c3
2745	d	true	931	0	29712	12	13	5982	0x0a47a0ef28d5c3
2760	a	true	935	0	39352	12	15	6055	0xf63b59a6f8f8a8
2760	b	true	935	0	39336	12	13	6044	0xf63b59a6f8f8a8
2760	c	true	935	0	44600	12	14	6029	0xf63b59a6f8f8a8
2760	d	true	935	0	29712	12	11	6013	0xf63b59a6f8f8a8
2775	a	true	940	0	31672	12	15	6087	0x4f5a5259b9e919
2775	b	true	940	0	40136	12	16	6076	0x4f5a5259b9e919
2775	c	true	940	0	40148	12	16	6061	0x4f5a5259b9e919
2775	d	true	940	0	29740	12	11	6045	0x4f5a5259b9e919
2790	a	true	943	0	49008	12	16	6109	0x32dd4f62f58030
2790	b	true	943	0	35012	12	16	6098	0x32dd4f62f58030
2790	c	true	943	0	30368	12	15	6083	0x32dd4f62f58030
2790	d	true	943	0	30180	12	12	6067	0x32dd4f62f58030
2805	a	true	948	0	59508	12	17	6147	0x8c0b4be31190f1
2805	b	true	948	0	53456	13	16	6136	0x8c0b4be31190f1
2805	c	true	948	0	43060	12	15	6121	0x8c0b4be31190f1
2805	d	true	948	0	26716	11	12	6104	0x8c0b4be31190f1
2820	a	true	950	0	41240	12	16	6159	0xb9d5f090e806fe
2820	b	true	950	0	55320	13	17	6148	0xb9d5f090e806fe
2820	c	true	950	0	52648	12	16	6133	0xb9d5f090e806fe
2820	d	true	950	0	25724	11	12	6116	0xb9d5f090e806fe
2835	a	true	955	0	26892	10	15	6201	0xe6016a53544f27
2835	b	true	955	0	62228	13	17	6190	0xe6016a53544f27
2835	c	true	955	0	45364	12	15	6175	0xe6016a53544f27
2835	d	true	955	0	27776	11	12	6158	0xe6016a53544f27
2850	a	true	957	0	37492	11	16	6222	0xd44e0e444e5527
2850	b	true	957	0	26348	12	16	6211	0xd44e0e444e5527
2850	c	true	957	0	60984	12	15	6195	0xd44e0e444e5527
2850	d	true	957	0	28196	11	12	6179	0xd44e0e444e5527
2865	a	true	962	0	42672	11	15	6256	0x338b085b39a012
2865	b	true	962	0	25992	12	15	6245	0x338b085b39a012
